## source: http://pathways.mcdb.ucla.edu/algal/id_conversion.html
JGI_v5.3.1_ID	JGI_v5.5_ID
g7580	Cre07.g325950.t1.2
g3434	N/A
g3197	N/A
g5168	Cre05.g248200.t1.1
g3389	Cre03.g165215.t1.1
g11136	N/A
g3539	N/A
g8691	N/A
g2806	Cre02.g142947.t1.1
g14992	N/A
g13525	N/A
g15318	N/A
g8002	Cre07.g343933.t1.1, Cre07.g343933.t2.1
g10863	N/A
g12153	Cre12.g491600.t1.1
g3193	N/A
g9850	Cre09.g396920.t1.1
g6795	N/A
g7201	N/A
g14137	N/A
g2125	N/A
g7670	N/A
g13293	N/A
g17308	N/A
g3572	N/A
g12203	Cre12.g489152.t1.1
g9253	N/A
g14237	N/A
g1282	Cre01.g068742.t1.1
g8593	N/A
g10168	N/A
g8628	N/A
g6802	N/A
g5478	N/A
g14914	Cre14.g618926.t1.1
g16162	N/A
g4274	N/A
g4797	N/A
g16116	Cre16.g670973.t1.1
g1636	N/A
g3277	N/A
g6717	N/A
g17147	N/A
g13397	N/A
g3871	N/A
g15496	Cre15.g643354.t1.1
g1658	N/A
g2133	N/A
g12937	N/A
g5617	N/A
g11631	Cre11.g467701.t1.1
g1189	N/A
g663	N/A
g16723	Cre16.g674627.t1.1
g8413	Cre08.g359166.t1.1
g14987	N/A
g8265	Cre07.g355433.t1.1
g2506	N/A
g16748	Cre16.g677429.t1.1
g1567	N/A
g5099	N/A
g2952	Cre03.g145747.t1.1
g17061	N/A
g11368	Cre10.g463934.t2.1, Cre10.g463934.t1.1
g3805	N/A
g7884	N/A
g3622	Cre03.g175451.t1.1
g407	N/A
g9803	Cre09.g395213.t1.1
g13491	N/A
g2874	Cre03.g144224.t1.1
g17323	N/A
g11283	N/A
g15700	N/A
g2369	N/A
g12031	Cre12.g484750.t1.1
g6605	N/A
g7444	Cre07.g322176.t1.1
g3318	N/A
g13602	N/A
g13461	N/A
g8533	N/A
g17272	Cre17.g713305.t1.1
g16697	Cre16.g671825.t1.1
g15941	N/A
g6702	Cre06.g288800.t1.2
g14527	N/A
g11899	N/A
g16038	N/A
g1063	N/A
g6438	N/A
g3799	N/A
g1112	N/A
g3556	N/A
g17603	N/A
g10261	N/A
g9456	N/A
g999	N/A
g1409	Cre02.g077976.t1.1
g16105	Cre16.g668125.t1.1
g4368	Cre03.g200207.t1.1
g5503	Cre05.g238687.t1.1
g17138	N/A
g2809	Cre02.g143007.t1.1
g5941	N/A
g11218	Cre10.g457228.t1.1, Cre10.g457228.t2.1
g3100	Cre03.g152326.t1.1
g11432	N/A
g6719	Cre06.g289550.t1.2
g6628	N/A
g7087	N/A
g11110	N/A
g7261	N/A
g5897	N/A
g11945	Cre11.g481115.t1.1
g5956	N/A
g4544	Cre04.g217913.t1.1
g11324	N/A
g13544	N/A
g3945	N/A
g7764	N/A
g1717	N/A
g10068	N/A
g5166	N/A
g10310	Cre09.g416583.t1.1
g9592	Cre09.g387652.t1.1
g9363	N/A
g11343	Cre10.g462783.t1.1
g4503	Cre04.g216550.t1.2
g15500	N/A
g1723	N/A
g8868	N/A
g6749	N/A
g15679	Cre16.g647750.t1.2
g2627	Cre02.g142950.t1.2
g17692	N/A
g2157	N/A
g12776	N/A
g12611	N/A
g13165	N/A
g3996	N/A
g397	N/A
g4520	N/A
g9441	Cre09.g392503.t1.1
g4735	N/A
g2137	N/A
g7347	N/A
g9099	N/A
g9124	Cre09.g386741.t1.1
g10059	Cre09.g405701.t1.1
g9836	Cre09.g396438.t1.1
g11509	Cre11.g467579.t1.1
g7751	N/A
g14059	N/A
g4760	N/A
g17137	N/A
g12694	Cre12.g514350.t1.2
g6262	Cre06.g278119.t1.1
g11775	Cre11.g469033.t1.1, Cre11.g469033.t2.1
g17725	N/A
g8271	N/A
g4099	N/A
g5880	N/A
g2451	N/A
g3779	N/A
g15439	N/A
g6157	N/A
g6067	N/A
g17562	N/A
g16653	N/A
g14412	N/A
g1158	N/A
g11829	N/A
g10984	N/A
g1603	Cre02.g086428.t1.1
g16391	N/A
g13133	N/A
g11912	N/A
g4328	N/A
g16356	N/A
g486	N/A
g4868	N/A
g6962	Cre06.g300933.t1.1
g5321	N/A
g9946	Cre09.g399997.t1.1
g6822	N/A
g14263	N/A
g15902	N/A
g11403	Cre10.g465375.t1.1
g7001	Cre06.g302426.t1.1
g5391	Cre05.g234801.t1.1
g3948	N/A
g9650	Cre09.g389763.t1.1
g2749	N/A
g15797	Cre16.g653258.t1.2
g12858	N/A
g475	N/A
g9258	N/A
g15261	N/A
g14918	N/A
g1876	Cre02.g095103.t1.1
g15767	N/A
g5218	N/A
g12335	Cre12.g510752.t1.1
g13471	Cre12.g553302.t1.1
g1520	N/A
g658	N/A
g6583	Cre06.g283050.t1.2
g11711	Cre11.g467781.t1.1
g14986	Cre14.g622000.t1.1
g12977	N/A
g8105	N/A
g6461	Cre06.g278299.t1.1
g7335	N/A
g9213	N/A
g13355	N/A
g5712	N/A
g5004	N/A
g11902	Cre11.g479416.t1.1
g9614	Cre09.g388467.t1.1
g132	N/A
g4893	N/A
g15497	Cre15.g643517.t1.1
g3439	N/A
g7614	Cre07.g327333.t1.1
g8542	N/A
g11466	Cre11.g467536.t1.1
g13288	N/A
g463	N/A
g9176	Cre09.g404201.t1.1
g3893	Cre03.g187976.t1.1
g5195	Cre05.g246850.t1.2
g422	N/A
g5978	N/A
g3863	N/A
g6718	N/A
g10442	N/A
g12157	N/A
g10331	N/A
g10487	N/A
g16425	N/A
g12089	N/A
g14112	N/A
g5970	N/A
g2732	Cre02.g141806.t1.1
g9802	Cre09.g395176.t2.1, Cre09.g395176.t1.1
g456	N/A
g12960	N/A
g2657	N/A
g5328	Cre05.g241633.t1.1
g11485	Cre11.g467556.t1.1
g5160	N/A
g3132	N/A
g12364	N/A
g13987	N/A
g9925	Cre09.g399663.t1.1, Cre09.g399663.t2.1
g4402	Cre03.g204017.t1.1
g14975	N/A
g320	N/A
g14293	N/A
g14365	Cre13.g585200.t1.2
g5386	N/A
g8693	Cre08.g371052.t1.1, Cre08.g371052.t2.1
g8341	Cre08.g358524.t1.1
g16527	N/A
g11563	Cre11.g467633.t1.1
g6446	Cre06.g278287.t2.1, Cre06.g278287.t1.1
g13349	N/A
g14248	N/A
g12294	Cre12.g512600.t1.2
g1159	N/A
g11443	N/A
g11414	Cre10.g465757.t1.1
g15353	N/A
g8925	N/A
g4990	N/A
g8003	N/A
g15617	Cre16.g693204.t1.1
g7792	N/A
g4106	Cre03.g198212.t1.1
g1500	N/A
g13114	N/A
g12094	Cre12.g492851.t1.1
g12136	N/A
g1369	N/A
g17569	N/A
g5426	N/A
g17195	N/A
g13240	N/A
g15705	N/A
g3503	N/A
g5372	Cre05.g234653.t1.1
g1899	Cre02.g095126.t1.1
g14525	N/A
g12489	N/A
g13176	N/A
g11583	Cre11.g467653.t1.1
g11499	Cre11.g467570.t1.1
g10144	N/A
g13605	N/A
g12641	N/A
g9989	Cre09.g401367.t1.1
g1853	Cre02.g095079.t1.1
g6653	N/A
g9303	Cre09.g398702.t1.1
g14947	Cre14.g620233.t1.1
g7843	N/A
g11245	N/A
g8808	Cre08.g373764.t1.1
g8867	N/A
g8864	N/A
g5029	N/A
g2093	N/A
g15448	Cre15.g638304.t1.1
g13884	N/A
g57	N/A
g1926	N/A
g37	Cre01.g001657.t1.1
g6081	N/A
g9840	Cre09.g396587.t1.1, Cre09.g396587.t2.1, Cre09.g396587.t3.1
g2113	Cre02.g103426.t1.1
g11960	N/A
g10390	N/A
g11868	Cre11.g478050.t2.1, Cre11.g478050.t1.1
g11535	Cre11.g467606.t1.1
g14847	Cre14.g616301.t1.1
g4937	N/A
g15938	N/A
g11827	N/A
g2115	N/A
g17043	N/A
g125	N/A
g4435	Cre03.g207601.t1.1
g1972	N/A
g12737	N/A
g15686	N/A
g12711	N/A
g53	N/A
g11437	N/A
g17173	N/A
g11677	Cre11.g467747.t1.1
g4529	Cre04.g217550.t1.1
g15831	N/A
g1202	Cre01.g054433.t2.1, Cre01.g054433.t1.1
g8125	N/A
g17686	Cre17.g731750.t1.1
g6099	N/A
g2343	Cre02.g113652.t2.1, Cre02.g113652.t1.1
g6181	N/A
g7238	Cre07.g312817.t1.1
g1816	Cre02.g095044.t1.1
g9553	N/A
g12893	N/A
g3421	N/A
g6078	N/A
g10375	N/A
g13225	N/A
g6468	N/A
g12356	N/A
g13469	N/A
g5488	Cre05.g238290.t1.1
g2598	Cre02.g144006.t1.1
g1335	N/A
g2084	N/A
g875	N/A
g5240	N/A
g8773	Cre08.g373364.t1.1
g15436	N/A
g1859	Cre02.g095085.t1.1
g12442	N/A
g5902	N/A
g9527	N/A
g6347	Cre06.g278205.t1.1
g8479	N/A
g15783	N/A
g15712	N/A
g7358	N/A
g5019	N/A
g9915	Cre09.g399289.t1.1
g565	N/A
g3698	N/A
g5139	N/A
g2476	N/A
g14496	N/A
g241	Cre01.g009575.t1.1
g4141	Cre03.g208300.t1.2
g14979	N/A
g1187	N/A
g7727	N/A
g2918	Cre03.g145087.t1.1
g16006	N/A
g3448	N/A
g12269	N/A
g13453	N/A
g9834	Cre09.g396363.t1.1
g10816	N/A
g9078	N/A
g3338	N/A
g10819	N/A
g17346	N/A
g5517	N/A
g847	N/A
g12535	N/A
g16594	N/A
g11409	Cre10.g465600.t1.2
g8306	N/A
g17440	N/A
g4582	Cre04.g217952.t2.1, Cre04.g217952.t1.1
g3841	N/A
g11035	N/A
g12473	Cre12.g504750.t1.2
g11176	N/A
g1942	N/A
g4218	N/A
g5080	Cre05.g233502.t1.1
g13661	Cre12.g544952.t1.1
g4766	N/A
g4992	N/A
g9170	N/A
g964	N/A
g3419	N/A
g3189	N/A
g1768	N/A
g17302	N/A
g13414	N/A
g10357	N/A
g802	N/A
g15846	N/A
g1415	Cre02.g078226.t1.1, Cre02.g078226.t2.1
g4537	Cre04.g217906.t1.1
g83	Cre01.g003500.t1.2
g648	N/A
g11673	Cre11.g467743.t1.1
g17090	N/A
g7077	N/A
g17658	N/A
g16691	N/A
g6210	Cre06.g277050.t1.1
g4069	N/A
g15523	N/A
g12517	N/A
g6320	Cre06.g278177.t1.1
g8386	Cre08.g358571.t1.1
g7721	N/A
g3991	N/A
g7762	Cre07.g333675.t1.1
g6519	N/A
g7814	N/A
g12170	N/A
g9316	N/A
g17739	N/A
g15421	N/A
g1054	N/A
g1099	N/A
g1916	Cre02.g095143.t1.1
g768	N/A
g12778	N/A
g2882	Cre03.g144364.t1.1
g8748	N/A
g12575	N/A
g1333	N/A
g15512	N/A
g17412	Cre17.g719537.t1.1
g13921	N/A
g3681	N/A
g5243	N/A
g4059	N/A
g9371	N/A
g5407	N/A
g168	Cre01.g006642.t1.1
g14709	N/A
g10213	N/A
g3654	Cre03.g176833.t1.1
g16611	N/A
g2120	N/A
g15063	N/A
g148	Cre01.g006150.t1.1
g12146	Cre12.g495956.t1.1
g9611	Cre09.g388356.t1.1
g8313	Cre07.g357500.t1.1
g9976	Cre09.g400886.t1.1
g12999	N/A
g10384	N/A
g13262	Cre12.g539201.t2.1, Cre12.g539201.t1.1
g17408	N/A
g6578	Cre06.g282850.t1.1
g17047	Cre17.g703151.t1.1
g3487	N/A
g11531	Cre11.g467602.t1.1
g7722	N/A
g7367	Cre07.g318702.t1.1
g7165	Cre06.g309684.t1.1
g14239	Cre13.g579582.t1.1
g12508	N/A
g16556	N/A
g12585	N/A
g4739	Cre04.g212000.t1.2
g4654	N/A
g17568	N/A
g211	N/A
g901	N/A
g9577	Cre09.g387097.t1.1
g5951	N/A
g4557	Cre04.g217926.t1.1
g15977	Cre16.g661638.t1.1
g12108	N/A
g7738	Cre07.g332650.t1.1
g4054	N/A
g6219	N/A
g8704	N/A
g5893	N/A
g7646	N/A
g7267	N/A
g10941	N/A
g2986	Cre03.g146427.t1.1
g417	N/A
g17611	N/A
g11405	N/A
g10773	N/A
g16433	N/A
g11667	Cre11.g467737.t1.1
g5805	N/A
g11080	N/A
g7316	N/A
g8471	N/A
g9228	N/A
g13944	N/A
g1548	N/A
g16347	Cre16.g687150.t1.1
g10106	N/A
g4315	N/A
g8240	N/A
g2358	Cre02.g114200.t1.1
g9495	N/A
g12426	N/A
g17734	N/A
g16209	Cre16.g690507.t1.1
g12380	N/A
g10370	N/A
g16677	Cre16.g672453.t1.1
g5062	Cre04.g232402.t1.1
g3285	N/A
g17426	N/A
g3964	N/A
g16797	Cre16.g682699.t1.1
g1861	Cre02.g095087.t1.1
g9414	N/A
g4337	Cre03.g199550.t1.2
g15038	N/A
g12509	N/A
g11831	Cre11.g476325.t1.1
g7575	Cre07.g325761.t1.1
g15519	N/A
g16199	N/A
g6953	N/A
g12097	N/A
g10070	N/A
g11581	Cre11.g467651.t1.1
g15198	Cre14.g630859.t1.1
g3055	N/A
g360	N/A
g3573	N/A
g17153	Cre17.g708025.t1.1
g9016	N/A
g10133	Cre09.g408825.t1.1
g586	N/A
g10341	N/A
g14981	Cre14.g621676.t1.1
g13405	N/A
g1606	N/A
g8956	N/A
g7507	N/A
g5463	N/A
g15337	N/A
g15160	Cre14.g629464.t1.1
g10534	Cre10.g426335.t2.1, Cre10.g426335.t1.2
g238	N/A
g3715	N/A
g3985	N/A
g15228	N/A
g4333	N/A
g2761	Cre02.g142266.t1.1
g13021	N/A
g6307	Cre06.g278164.t1.1
g12410	Cre12.g507558.t1.1
g9033	N/A
g8439	N/A
g14871	N/A
g5648	N/A
g15125	N/A
g1485	N/A
g602	N/A
g8960	N/A
g7501	N/A
g3839	N/A
g12620	N/A
g10945	N/A
g7476	N/A
g17289	Cre17.g714000.t1.2
g13125	N/A
g6726	Cre06.g289900.t1.1
g63	N/A
g1754	N/A
g17399	N/A
g507	N/A
g12406	N/A
g7605	N/A
g14983	N/A
g16737	Cre16.g676197.t1.1
g8520	N/A
g8710	Cre08.g371840.t1.1
g17478	Cre17.g722526.t1.1
g14764	N/A
g15068	Cre14.g625550.t1.2, Cre14.g625550.t2.1
g11786	N/A
g5593	N/A
g2669	N/A
g1701	N/A
g9357	N/A
g13218	N/A
g1115	N/A
g2537	N/A
g166	N/A
g11763	N/A
g7006	N/A
g10550	N/A
g944	N/A
g5045	Cre04.g230830.t1.1
g10472	N/A
g5982	N/A
g5204	Cre05.g246552.t1.1
g6677	Cre06.g287450.t1.1
g17300	N/A
g7836	Cre07.g336750.t1.1
g1367	Cre02.g076200.t1.1
g16604	N/A
g5858	N/A
g9297	N/A
g7915	N/A
g4107	Cre03.g198224.t1.1
g6811	N/A
g17123	N/A
g9394	N/A
g2621	N/A
g16077	N/A
g11476	Cre11.g467546.t1.1
g3660	Cre03.g177053.t1.1
g2252	N/A
g9519	N/A
g17000	N/A
g8698	Cre08.g371350.t1.2
g569	N/A
g11791	N/A
g13849	N/A
g4071	N/A
g16349	N/A
g8604	N/A
g7775	N/A
g2212	N/A
g12486	N/A
g15993	N/A
g15800	N/A
g651	N/A
g11209	N/A
g969	N/A
g14251	N/A
g1782	N/A
g2779	Cre02.g142546.t1.1
g1327	N/A
g2218	N/A
g9598	Cre09.g387875.t1.1
g10514	N/A
g12808	N/A
g1808	Cre02.g095038.t1.1
g16772	Cre16.g679893.t1.1
g16193	Cre16.g689851.t1.1, Cre16.g689851.t2.1
g3391	N/A
g14648	N/A
g6914	N/A
g2219	N/A
g7329	N/A
g1410	N/A
g16134	Cre16.g677026.t1.1
g16638	N/A
g3569	N/A
g15146	N/A
g6763	N/A
g5276	Cre05.g243453.t1.1
g17278	Cre17.g713575.t1.1
g1319	N/A
g14793	N/A
g4805	N/A
g807	N/A
g11782	N/A
g429	Cre01.g018184.t1.2
g1734	N/A
g4192	N/A
g12488	N/A
g4941	N/A
g4175	N/A
g12073	N/A
g9567	N/A
g12780	N/A
g11011	N/A
g7328	N/A
g9126	Cre09.g386743.t1.1
g9879	Cre09.g397993.t1.1, Cre09.g397993.t2.1
g12926	N/A
g8607	N/A
g5452	N/A
g218	N/A
g8179	N/A
g735	N/A
g8739	N/A
g10406	N/A
g16372	Cre16.g686203.t1.1
g8828	N/A
g12610	N/A
g14159	N/A
g4911	Cre04.g224867.t1.1
g8830	N/A
g4700	Cre04.g213904.t1.1
g6707	N/A
g11682	Cre11.g467753.t1.1
g12255	Cre12.g486800.t1.2
g5867	Cre06.g261026.t1.1
g9779	Cre09.g394325.t1.1
g8582	N/A
g3007	Cre03.g146847.t1.1
g17683	N/A
g15747	N/A
g11993	N/A
g8888	Cre08.g377450.t1.1
g3196	N/A
g4017	N/A
g17383	N/A
g13038	N/A
g9064	N/A
g17644	N/A
g12942	Cre12.g525900.t1.2
g54	N/A
g9105	Cre09.g386476.t1.1
g14991	N/A
g924	N/A
g11547	Cre11.g467617.t1.1
g6771	Cre06.g292249.t1.1
g1621	N/A
g6464	N/A
g17368	Cre17.g717600.t1.2
g5900	N/A
g14657	N/A
g2596	Cre02.g144004.t1.1
g5595	N/A
g8545	N/A
g6808	N/A
g16266	N/A
g16885	N/A
g15047	N/A
g4061	N/A
g4042	N/A
g16222	N/A
g3253	N/A
g10522	N/A
g13590	N/A
g15335	Cre15.g635717.t1.1, Cre15.g635717.t2.1
g1057	N/A
g9254	N/A
g10828	N/A
g5522	N/A
g5665	Cre06.g252871.t2.1, Cre06.g252871.t1.1
g17469	N/A
g8290	N/A
g17677	Cre17.g731550.t1.2
g9828	Cre09.g396139.t1.1
g6590	N/A
g8753	N/A
g15863	N/A
g16819	Cre16.g685165.t2.1, Cre16.g685165.t1.1
g2649	N/A
g12855	N/A
g16673	N/A
g12165	N/A
g12529	Cre12.g502179.t1.1
g3514	N/A
g10822	N/A
g15983	Cre16.g661876.t1.1
g15499	N/A
g2214	N/A
g13908	Cre13.g565270.t1.1
g13027	N/A
g14867	N/A
g15144	Cre14.g628752.t1.1
g3083	N/A
g1072	N/A
g12917	N/A
g1446	N/A
g15048	N/A
g12178	N/A
g6361	Cre06.g278219.t1.1
g14956	N/A
g1228	Cre01.g055424.t1.1
g15661	N/A
g15939	N/A
g7220	N/A
g16879	Cre16.g691888.t2.1, Cre16.g691888.t1.1
g17633	N/A
g17348	Cre17.g716613.t1.1
g14240	N/A
g6425	Cre06.g278277.t1.1
g12507	N/A
g9534	N/A
g2634	N/A
g11100	N/A
g12050	N/A
g1172	N/A
g15060	N/A
g2731	Cre02.g141786.t1.1
g2565	N/A
g13923	N/A
g8708	N/A
g9799	Cre09.g395065.t1.1
g1517	N/A
g12399	N/A
g11555	Cre11.g467624.t1.1
g6162	N/A
g4917	N/A
g3566	N/A
g12581	N/A
g945	N/A
g3018	N/A
g6405	Cre06.g278264.t1.1
g12396	N/A
g4821	N/A
g15715	Cre16.g649466.t1.1
g11366	N/A
g12077	N/A
g6023	N/A
g8101	N/A
g17534	N/A
g1341	N/A
g15173	N/A
g17507	N/A
g9881	Cre09.g398067.t1.1
g533	N/A
g7822	N/A
g11740	N/A
g15462	Cre15.g641298.t1.1
g12754	N/A
g2620	N/A
g7244	N/A
g15315	Cre15.g635034.t1.1
g2549	N/A
g7318	N/A
g11578	Cre11.g467647.t1.1
g16745	Cre16.g677093.t1.1
g2260	Cre02.g110150.t1.2
g16681	N/A
g10155	N/A
g13905	N/A
g12847	N/A
g5783	N/A
g1340	Cre02.g074976.t1.1
g6512	N/A
g14977	N/A
g12500	N/A
g13018	N/A
g3486	N/A
g7048	Cre06.g304450.t1.2
g453	N/A
g6445	N/A
g3206	N/A
g3165	N/A
g11979	N/A
g1082	N/A
g10966	N/A
g48	N/A
g7450	N/A
g16061	N/A
g3108	N/A
g14277	N/A
g14084	N/A
g7392	N/A
g8367	N/A
g12763	N/A
g6374	Cre06.g278232.t1.1
g16057	N/A
g7352	N/A
g13486	N/A
g11570	Cre11.g467640.t1.1
g8330	N/A
g16019	Cre16.g663551.t1.1
g13475	N/A
g5469	N/A
g10489	N/A
g10864	N/A
g12723	N/A
g2760	Cre02.g142246.t1.1
g15308	N/A
g16144	Cre16.g680588.t1.1
g5701	Cre06.g253759.t1.1
g5576	N/A
g6586	N/A
g9052	N/A
g9501	Cre09.g389851.t1.1
g3360	Cre03.g163900.t1.1
g6540	N/A
g9045	Cre08.g384320.t1.1, Cre08.g384320.t2.1
g13664	N/A
g8111	N/A
g14622	N/A
g11132	N/A
g16358	N/A
g9671	Cre09.g390541.t1.1
g2664	Cre02.g141351.t1.1
g11784	N/A
g16446	N/A
g16210	Cre16.g690508.t1.1
g7498	N/A
g17005	N/A
g5822	N/A
g529	N/A
g16521	N/A
g13791	Cre12.g543477.t1.1
g12377	N/A
g16840	Cre16.g687518.t1.1
g6273	Cre06.g278127.t1.1
g3950	N/A
g10825	N/A
g11034	N/A
g9919	Cre09.g399439.t1.1
g8632	N/A
g1610	N/A
g9506	N/A
g15881	N/A
g11543	Cre11.g467613.t1.1
g13399	N/A
g5857	N/A
g1552	Cre02.g084176.t1.1
g561	N/A
g5497	N/A
g13007	N/A
g492	N/A
g9122	N/A
g3098	N/A
g17698	N/A
g464	N/A
g16281	N/A
g13055	N/A
g2489	N/A
g4318	N/A
g16607	N/A
g4680	N/A
g16688	N/A
g15766	N/A
g12791	N/A
g461	N/A
g9450	N/A
g8889	N/A
g14479	N/A
g14588	N/A
g5692	Cre06.g253852.t1.1
g6479	N/A
g9223	N/A
g9023	N/A
g15314	N/A
g8518	N/A
g5510	N/A
g8492	N/A
g275	Cre01.g010950.t1.1
g8539	Cre08.g364726.t1.1
g840	Cre01.g037476.t1.1
g1035	Cre01.g046324.t1.1
g2070	Cre02.g101500.t1.2
g17418	Cre17.g719771.t1.1
g8442	N/A
g2569	N/A
g5057	Cre04.g231908.t1.1
g80	Cre01.g003463.t1.1
g16725	Cre16.g674852.t1.1
g17513	Cre17.g724125.t1.1
g12096	N/A
g7537	Cre07.g325723.t1.1
g1356	N/A
g2111	N/A
g880	N/A
g4102	N/A
g7907	N/A
g7210	N/A
g7137	N/A
g8896	N/A
g11364	N/A
g5644	N/A
g8231	N/A
