	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
10	chromosome_17	4896497.0	ChCC-v11036723m.g	4898845.0	21164.0	4888263.0	4877681.0	534251.0	4896496.0	trial_9
11	chromosome_17	4852762.0	ChCC-v11036722m.g	4863492.0	13617.0	4856683.0	4849875.0	502671.0	4852761.0	trial_9
12	chromosome_10	1740320.0	ChCC-v11021298m.g	1745881.0	6890.0	1742436.0	1738991.0	416856.0	1740319.0	trial_9
1	chromosome_03	4916500.0	ChCC-v11007759m.g	4925992.0	10488.0	4920748.0	4915504.0	325791.0	4916499.0	trial_10
2	chromosome_12	1063620.0	intergenic	1063620.0	1.0	1063619.0	1063619.0	334479.0	1063619.0	trial_10
3	chromosome_03	3419834.0	ChCC-v11007215m.g	3428044.0	8714.0	3423687.0	3419330.0	246897.0	3419833.0	trial_10
4	chromosome_09	4916567.0	ChCC-v11020038m.g	4933441.0	18198.0	4924342.0	4915243.0	264053.0	4916566.0	trial_10
5	chromosome_07	2925335.0	ChCC-v11015880m.g	2925564.0	4142.0	2923493.0	2921422.0	306216.0	2925334.0	trial_10
6	chromosome_15	28592.0	intergenic	28592.0	1.0	28591.0	28591.0	1159910.0	28591.0	trial_10
7	chromosome_03	6853782.0	ChCC-v11008611m.g	6855502.0	4294.0	6853355.0	6851208.0	338371.0	6853781.0	trial_10
8	chromosome_16	879788.0	intergenic	879788.0	1.0	879787.0	879787.0	34772.0	879787.0	trial_10
9	chromosome_16	292409.0	intergenic	292409.0	1.0	292408.0	292408.0	418999.0	292408.0	trial_10
10	chromosome_06	5070160.0	ChCC-v11013461m.g	5075526.0	8097.0	5071477.0	5067429.0	4669.0	5070159.0	trial_10
11	chromosome_10	3240208.0	intergenic	3240208.0	1.0	3240207.0	3240207.0	94809.0	3240207.0	trial_10
12	chromosome_16	4776797.0	ChCC-v11033897m.g	4781112.0	4593.0	4778815.0	4776519.0	720807.0	4776796.0	trial_10
0	chromosome_09	2710547.0	ChCC-v11019382m.g	2714187.0	7949.0	2710212.0	2706238.0	332498.0	2710546.0	trial_11
1	chromosome_11	1833658.0	intergenic	1833658.0	1.0	1833657.0	1833657.0	873392.0	1833657.0	trial_11
2	chromosome_09	7626523.0	intergenic	7626523.0	1.0	7626522.0	7626522.0	2434793.0	7626522.0	trial_11
3	chromosome_14	740882.0	intergenic	740882.0	1.0	740881.0	740881.0	2491426.0	740881.0	trial_11
4	chromosome_11	1930178.0	intergenic	1930178.0	1.0	1930177.0	1930177.0	776872.0	1930177.0	trial_11
5	chromosome_09	3475966.0	ChCC-v11019649m.g	3485603.0	11302.0	3479952.0	3474301.0	437242.0	3475965.0	trial_11
6	chromosome_12	553033.0	ChCC-v11024596m.g	553247.0	785.0	552854.0	552462.0	845244.0	553032.0	trial_11
7	chromosome_03	8813116.0	ChCC-v11009247m.g	8813854.0	4690.0	8811509.0	8809164.0	1619783.0	8813115.0	trial_11
8	chromosome_03	1060796.0	ChCC-v11006397m.g	1061689.0	6366.0	1058506.0	1055323.0	335673.0	1060795.0	trial_11
9	chromosome_01	3523902.0	intergenic	3523902.0	1.0	3523901.0	3523901.0	337401.0	3523901.0	trial_11
10	chromosome_02	265359.0	ChCC-v11002893m.g	277741.0	13578.0	270952.0	264163.0	2192103.0	265358.0	trial_11
11	chromosome_11	1635383.0	ChCC-v11023539m.g	1639493.0	4852.0	1637067.0	1634641.0	1069982.0	1635382.0	trial_11
12	chromosome_02	8266027.0	ChCC-v11005896m.g	8275855.0	10554.0	8270578.0	8265301.0	1991605.0	8266026.0	trial_11
1	chromosome_14	3335216.0	ChCC-v11030891m.g	3335965.0	6349.0	3332790.0	3329616.0	100483.0	3335215.0	trial_12
2	chromosome_02	8659135.0	intergenic	8659135.0	1.0	8659134.0	8659134.0	2380161.0	8659134.0	trial_12
3	chromosome_02	8246148.0	ChCC-v11005888m.g	8248492.0	2643.0	8247170.0	8245849.0	1968197.0	8246147.0	trial_12
4	chromosome_03	910942.0	intergenic	910942.0	1.0	910941.0	910941.0	188108.0	910941.0	trial_12
5	chromosome_16	2329608.0	ChCC-v11033085m.g	2345159.0	16571.0	2336873.0	2328588.0	1422314.0	2329607.0	trial_12
6	chromosome_14	3576353.0	ChCC-v11030959m.g	3576553.0	5566.0	3573770.0	3570987.0	341463.0	3576352.0	trial_12
7	chromosome_14	2213459.0	intergenic	2213459.0	1.0	2213458.0	2213458.0	1018849.0	2213458.0	trial_12
8	chromosome_09	509414.0	ChCC-v11018647m.g	509708.0	4037.0	507689.0	505671.0	287999.0	509413.0	trial_12
9	chromosome_09	1805984.0	ChCC-v11019040m.g	1808098.0	14596.0	1800800.0	1793502.0	283471.0	1805983.0	trial_12
10	chromosome_06	3942154.0	ChCC-v11013087m.g	3944767.0	12809.0	3938362.0	3931958.0	15383.0	3942153.0	trial_12
11	chromosome_04	259829.0	ChCC-v11009478m.g	267197.0	10562.0	261916.0	256635.0	988814.0	259828.0	trial_12
12	chromosome_04	2087974.0	ChCC-v11009981m.g	2089691.0	2981.0	2088200.0	2086710.0	202522.0	2087973.0	trial_12
0	chromosome_08	898106.0	ChCC-v11017364m.g	899953.0	5508.0	897199.0	894445.0	637420.0	898105.0	trial_13
1	chromosome_07	3985719.0	ChCC-v11016245m.g	3991229.0	7551.0	3987453.0	3983678.0	401430.0	3985718.0	trial_13
3	chromosome_09	5132181.0	intergenic	5132181.0	1.0	5132180.0	5132180.0	59549.0	5132180.0	trial_13
4	chromosome_12	9496526.0	ChCC-v11027945m.g	9497540.0	2362.0	9496359.0	9495178.0	229751.0	9496525.0	trial_13
5	chromosome_10	3135774.0	ChCC-v11021871m.g	3150130.0	31303.0	3134478.0	3118827.0	200538.0	3135773.0	trial_13
6	chromosome_12	2363447.0	ChCC-v11025263m.g	2367473.0	4195.0	2365375.0	2363278.0	967277.0	2363446.0	trial_13
7	chromosome_08	3051282.0	ChCC-v11017978m.g	3055269.0	5137.0	3052700.0	3050132.0	900409.0	3051281.0	trial_13
9	chromosome_03	4556784.0	ChCC-v11007638m.g	4561867.0	5916.0	4558909.0	4555951.0	687630.0	4556783.0	trial_13
10	chromosome_07	3250219.0	ChCC-v11015951m.g	3266804.0	18894.0	3257357.0	3247910.0	244113.0	3250218.0	trial_13
11	chromosome_17	4116795.0	ChCC-v11036505m.g	4131467.0	18555.0	4122189.0	4112912.0	231823.0	4116794.0	trial_13
0	chromosome_04	900679.0	intergenic	900679.0	1.0	900678.0	900678.0	350052.0	900678.0	trial_14
1	chromosome_10	2545860.0	ChCC-v11021610m.g	2546870.0	16154.0	2538793.0	2530716.0	796223.0	2545859.0	trial_14
2	chromosome_04	3087549.0	ChCC-v11010275m.g	3088787.0	1828.0	3087873.0	3086959.0	797151.0	3087548.0	trial_14
3	chromosome_10	1512186.0	ChCC-v11021215m.g	1516390.0	4714.0	1514033.0	1511676.0	188453.0	1512185.0	trial_14
4	chromosome_10	5935386.0	ChCC-v11022745m.g	5937298.0	20086.0	5927255.0	5917212.0	814782.0	5935385.0	trial_14
5	chromosome_13	1165669.0	ex.ChCC-v11028470m.g	1174869.0	11068.0	1169335.0	1163801.0	622960.0	1165668.0	trial_14
6	chromosome_15	1587678.0	ChCC-v11031653m.g	1606299.0	24613.0	1593992.0	1581686.0	405491.0	1587677.0	trial_14
7	chromosome_02	8285243.0	ChCC-v11005903m.g	8287204.0	7931.0	8283238.0	8279273.0	2004265.0	8285242.0	trial_14
8	chromosome_16	7422250.0	ChCC-v11034790m.g	7426663.0	7386.0	7422970.0	7419277.0	277482.0	7422249.0	trial_14
9	chromosome_10	4052489.0	ChCC-v11022148m.g	4056111.0	4816.0	4053703.0	4051295.0	718687.0	4052488.0	trial_14
10	chromosome_10	3904998.0	intergenic	3904998.0	1.0	3904997.0	3904997.0	569981.0	3904997.0	trial_14
12	chromosome_11	3479198.0	ChCC-v11024069m.g	3483005.0	25055.0	3470477.0	3457950.0	763428.0	3479197.0	trial_14
1	chromosome_13	1137105.0	ChCC-v11028465m.g	1151235.0	18161.0	1142154.0	1133074.0	650141.0	1137104.0	trial_15
2	chromosome_10	4025392.0	intergenic	4025392.0	1.0	4025391.0	4025391.0	690375.0	4025391.0	trial_15
3	chromosome_10	631360.0	ChCC-v11020911m.g	643838.0	20411.0	633632.0	623427.0	172702.0	631359.0	trial_15
4	chromosome_04	2138311.0	ChCC-v11009991m.g	2142072.0	5567.0	2139288.0	2136505.0	151434.0	2138310.0	trial_15
5	chromosome_06	2709927.0	ChCC-v11012552m.g	2718209.0	10604.0	2712907.0	2707605.0	1240838.0	2709926.0	trial_15
6	chromosome_17	159813.0	ChCC-v11035092m.g	163873.0	10551.0	158597.0	153322.0	1651835.0	159812.0	trial_15
7	chromosome_15	1288866.0	intergenic	1288866.0	1.0	1288865.0	1288865.0	100364.0	1288865.0	trial_15
9	chromosome_09	6399900.0	ChCC-v11020553m.g	6401124.0	9848.0	6396200.0	6391276.0	1204471.0	6399899.0	trial_15
10	chromosome_14	1189683.0	ChCC-v11030213m.g	1192085.0	4947.0	1189611.0	1187138.0	2042696.0	1189682.0	trial_15
11	chromosome_12	5384248.0	intergenic	5384248.0	1.0	5384247.0	5384247.0	921417.0	5384247.0	trial_15
12	chromosome_01	5893749.0	ChCC-v11002035m.g	5894360.0	6633.0	5891043.0	5887727.0	471027.0	5893748.0	trial_15
0	chromosome_11	328268.0	ChCC-v11023125m.g	329339.0	1498.0	328590.0	327841.0	2378459.0	328267.0	trial_16
1	chromosome_13	963493.0	ChCC-v11028402m.g	971337.0	10112.0	966281.0	961225.0	826014.0	963492.0	trial_16
2	chromosome_11	2888107.0	intergenic	2888107.0	1.0	2888106.0	2888106.0	181057.0	2888106.0	trial_16
3	chromosome_02	3132882.0	ChCC-v11003963m.g	3133471.0	4618.0	3131162.0	3128853.0	338065.0	3132881.0	trial_16
6	chromosome_03	5469985.0	ChCC-v11008032m.g	5470618.0	1129.0	5470053.0	5469489.0	223514.0	5469984.0	trial_16
8	chromosome_16	7158947.0	ChCC-v11034712m.g	7158977.0	8798.0	7154578.0	7150179.0	9090.0	7158946.0	trial_16
9	chromosome_09	5557275.0	intergenic	5557275.0	1.0	5557274.0	5557274.0	365545.0	5557274.0	trial_16
10	chromosome_10	1683995.0	ChCC-v11021276m.g	1699677.0	24031.0	1687661.0	1675646.0	362081.0	1683994.0	trial_16
11	chromosome_10	1732362.0	ChCC-v11021296m.g	1738700.0	6379.0	1735510.0	1732321.0	409930.0	1732361.0	trial_16
12	chromosome_15	1121211.0	intergenic	1121211.0	1.0	1121210.0	1121210.0	67291.0	1121210.0	trial_16
0	chromosome_08	3385829.0	ChCC-v11018073m.g	3389402.0	6016.0	3386394.0	3383386.0	912125.0	3385828.0	trial_17
1	chromosome_14	1044832.0	ChCC-v11030165m.g	1048487.0	3722.0	1046626.0	1044765.0	2185681.0	1044831.0	trial_17
2	chromosome_13	1897114.0	ChCC-v11028779m.g	1897485.0	4841.0	1895064.0	1892644.0	102769.0	1897113.0	trial_17
3	chromosome_15	176910.0	ChCC-v11031202m.g	184183.0	9512.0	179427.0	174671.0	1009074.0	176909.0	trial_17
4	chromosome_12	4826736.0	intergenic	4826736.0	1.0	4826735.0	4826735.0	363905.0	4826735.0	trial_17
5	chromosome_07	3910004.0	ChCC-v11016196m.g	3911386.0	7361.0	3907705.0	3904025.0	321682.0	3910003.0	trial_17
6	chromosome_14	776710.0	ChCC-v11030108m.g	787260.0	10573.0	781973.0	776687.0	2450334.0	776709.0	trial_17
7	chromosome_17	5299582.0	intergenic	5299582.0	1.0	5299581.0	5299581.0	945569.0	5299581.0	trial_17
8	chromosome_06	3046155.0	ChCC-v11012697m.g	3047886.0	3267.0	3046252.0	3044619.0	907493.0	3046154.0	trial_17
9	chromosome_04	2854402.0	ChCC-v11010182m.g	2858472.0	4807.0	2856068.0	2853665.0	565346.0	2854401.0	trial_17
10	chromosome_08	4633217.0	intergenic	4633217.0	1.0	4633216.0	4633216.0	334697.0	4633216.0	trial_17
11	chromosome_01	1894380.0	intergenic	1894380.0	1.0	1894379.0	1894379.0	1966923.0	1894379.0	trial_17
0	chromosome_11	982450.0	ChCC-v11023339m.g	995645.0	30896.0	980197.0	964749.0	1726852.0	982449.0	trial_18
1	chromosome_17	2755862.0	ChCC-v11035969m.g	2760819.0	6911.0	2757363.0	2753908.0	418150.0	2755861.0	trial_18
2	chromosome_14	1127829.0	ChCC-v11030194m.g	1128818.0	19132.0	1119252.0	1109686.0	2113055.0	1127828.0	trial_18
3	chromosome_12	2384326.0	ChCC-v11025270m.g	2386181.0	5145.0	2383608.0	2381036.0	985510.0	2384325.0	trial_18
4	chromosome_02	3779319.0	ChCC-v11004155m.g	3780224.0	4601.0	3777923.0	3775623.0	45091.0	3779318.0	trial_18
7	chromosome_17	7008989.0	intergenic	7008989.0	1.0	7008988.0	7008988.0	2654976.0	7008988.0	trial_18
8	chromosome_08	3640234.0	ChCC-v11018181m.g	3647667.0	9738.0	3642798.0	3637929.0	655721.0	3640233.0	trial_18
9	chromosome_12	912547.0	intergenic	912547.0	1.0	912546.0	912546.0	485552.0	912546.0	trial_18
10	chromosome_02	8981004.0	intergenic	8981004.0	1.0	8981003.0	8981003.0	2702030.0	8981003.0	trial_18
11	chromosome_16	4987159.0	ChCC-v11033968m.g	4989631.0	6174.0	4986544.0	4983457.0	928536.0	4987158.0	trial_18
12	chromosome_13	3323137.0	ChCC-v11029226m.g	3323509.0	4352.0	3321333.0	3319157.0	119490.0	3323136.0	trial_18
