	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
16	chromosome_05	2056838.0	ChCC-v11011172m.g	2061085.0	10585.0	2055792.0	2050500.0	230547.0	2056837.0	trial_3
17	chromosome_13	4174600.0	ChCC-v11029531m.g	4185114.0	11090.0	4179569.0	4174024.0	437397.0	4174599.0	trial_3
18	chromosome_16	4056083.0	ChCC-v11033669m.g	4056960.0	5218.0	4054351.0	4051742.0	228845.0	4056082.0	trial_3
19	chromosome_16	3855205.0	intergenic	3855205.0	1.0	3855204.0	3855204.0	29698.0	3855204.0	trial_3
20	chromosome_08	3205939.0	ChCC-v11018023m.g	3216418.0	10824.0	3211006.0	3205594.0	45656.0	3205938.0	trial_3
21	chromosome_09	4544645.0	ChCC-v11019921m.g	4545397.0	4056.0	4543369.0	4541341.0	86466.0	4544644.0	trial_3
23	chromosome_06	656892.0	intergenic	656892.0	1.0	656891.0	656891.0	2258460.0	656891.0	trial_3
25	chromosome_08	4742592.0	intergenic	4742592.0	1.0	4742591.0	4742591.0	238136.0	4742591.0	trial_3
26	chromosome_01	5530096.0	ChCC-v11001896m.g	5533281.0	5732.0	5530415.0	5527549.0	174842.0	5530095.0	trial_3
0	chromosome_02	4259655.0	ChCC-v11004329m.g	4263968.0	8002.0	4259967.0	4255966.0	2724443.0	4259654.0	trial_4
2	chromosome_02	1488137.0	ChCC-v11003366m.g	1488296.0	10599.0	1482996.0	1477697.0	52528.0	1488136.0	trial_4
3	chromosome_09	5106535.0	intergenic	5106535.0	1.0	5106534.0	5106534.0	649631.0	5106534.0	trial_4
4	chromosome_06	7449521.0	ChCC-v11014270m.g	7454817.0	6781.0	7451426.0	7448036.0	136299.0	7449520.0	trial_4
6	chromosome_11	2266959.0	ChCC-v11023753m.g	2267657.0	4159.0	2265577.0	2263498.0	298666.0	2266958.0	trial_4
7	chromosome_17	1573783.0	intergenic	1573783.0	1.0	1573782.0	1573782.0	244637.0	1573782.0	trial_4
8	chromosome_13	1624562.0	ChCC-v11028633m.g	1626649.0	17048.0	1618125.0	1609601.0	1080115.0	1624561.0	trial_4
10	chromosome_12	8201353.0	ChCC-v11027466m.g	8207141.0	12445.0	8200918.0	8194696.0	657443.0	8201352.0	trial_4
11	chromosome_05	904809.0	ChCC-v11010863m.g	911092.0	6505.0	907839.0	904587.0	822265.0	904808.0	trial_4
12	chromosome_11	2300681.0	ChCC-v11023767m.g	2303418.0	3034.0	2301901.0	2300384.0	262342.0	2300680.0	trial_4
13	chromosome_01	1606825.0	ChCC-v11000426m.g	1607638.0	4087.0	1605594.0	1603551.0	53626.0	1606824.0	trial_4
16	chromosome_17	5081102.0	intergenic	5081102.0	1.0	5081101.0	5081101.0	3122716.0	5081101.0	trial_4
17	chromosome_13	3498746.0	ChCC-v11029314m.g	3505056.0	17052.0	3496530.0	3488004.0	245642.0	3498745.0	trial_4
18	chromosome_12	3729243.0	ChCC-v11025833m.g	3730919.0	6227.0	3727805.0	3724692.0	594289.0	3729242.0	trial_4
19	chromosome_04	2691465.0	ChCC-v11010147m.g	2692535.0	7093.0	2688988.0	2685442.0	147271.0	2691464.0	trial_4
20	chromosome_09	6173827.0	ChCC-v11020458m.g	6178351.0	5175.0	6175763.0	6173176.0	1718860.0	6173826.0	trial_4
21	chromosome_04	343108.0	ChCC-v11009507m.g	350582.0	7936.0	346614.0	342646.0	2106986.0	343107.0	trial_4
22	chromosome_06	8025624.0	ChCC-v11014469m.g	8028934.0	5029.0	8026419.0	8023905.0	116534.0	8025623.0	trial_4
23	chromosome_16	236512.0	ChCC-v11032347m.g	241655.0	7317.0	237996.0	234338.0	2269571.0	236511.0	trial_4
25	chromosome_02	4970449.0	ChCC-v11004616m.g	4972754.0	4470.0	4970519.0	4968284.0	2352893.0	4970448.0	trial_4
26	chromosome_11	2353082.0	ChCC-v11023790m.g	2361921.0	9847.0	2356997.0	2352074.0	207246.0	2353081.0	trial_4
0	chromosome_08	3293694.0	intergenic	3293694.0	1.0	3293693.0	3293693.0	37031.0	3293693.0	trial_5
1	chromosome_02	4017968.0	ChCC-v11004235m.g	4025997.0	8153.0	4021920.0	4017844.0	2486396.0	4017967.0	trial_5
3	chromosome_11	3774403.0	ChCC-v11024166m.g	3789722.0	15603.0	3781920.0	3774119.0	407029.0	3774402.0	trial_5
4	chromosome_07	2863720.0	intergenic	2863720.0	1.0	2863719.0	2863719.0	98000.0	2863719.0	trial_5
5	chromosome_09	1258079.0	ex.Cre09.g400850.t1.1.g	1263429.0	41924.0	1242467.0	1221505.0	79833.0	1258078.0	trial_5
6	chromosome_16	7127286.0	ChCC-v11034698m.g	7129826.0	6221.0	7126715.0	7123605.0	366118.0	7127285.0	trial_5
7	chromosome_09	6152930.0	intergenic	6152930.0	1.0	6152929.0	6152929.0	1696026.0	6152929.0	trial_5
8	chromosome_13	2770221.0	intergenic	2770221.0	1.0	2770220.0	2770220.0	20941.0	2770220.0	trial_5
9	chromosome_03	8919349.0	ChCC-v11009277m.g	8920151.0	8784.0	8915759.0	8911367.0	476878.0	8919348.0	trial_5
11	chromosome_01	1590037.0	ChCC-v11000424m.g	1592749.0	10133.0	1587682.0	1582616.0	71538.0	1590036.0	trial_5
12	chromosome_02	4534160.0	ChCC-v11004445m.g	4539017.0	4940.0	4536547.0	4534077.0	2786865.0	4534159.0	trial_5
13	chromosome_10	5967863.0	ChCC-v11022764m.g	5969560.0	8078.0	5965521.0	5961482.0	137632.0	5967862.0	trial_5
14	chromosome_01	7100152.0	ChCC-v11002450m.g	7106163.0	7554.0	7102386.0	7098609.0	27230.0	7100151.0	trial_5
15	chromosome_16	6244713.0	ChCC-v11034413m.g	6251763.0	11227.0	6246149.0	6240536.0	250962.0	6244712.0	trial_5
16	chromosome_07	1910951.0	intergenic	1910951.0	1.0	1910950.0	1910950.0	1050769.0	1910950.0	trial_5
17	chromosome_07	2110363.0	ChCC-v11015566m.g	2113649.0	4016.0	2111641.0	2109633.0	850078.0	2110362.0	trial_5
18	chromosome_09	722617.0	ChCC-v11018710m.g	723326.0	1473.0	722589.0	721853.0	440045.0	722616.0	trial_5
19	chromosome_15	974168.0	ChCC-v11031433m.g	975323.0	11496.0	969575.0	963827.0	939571.0	974167.0	trial_5
20	chromosome_07	6184811.0	ChCC-v11017039m.g	6188124.0	8150.0	6184049.0	6179974.0	693456.0	6184810.0	trial_5
21	chromosome_12	8520455.0	ChCC-v11027557m.g	8522258.0	3726.0	8520395.0	8518532.0	976920.0	8520454.0	trial_5
22	chromosome_05	1805638.0	intergenic	1805638.0	1.0	1805637.0	1805637.0	19608.0	1805637.0	trial_5
24	chromosome_02	9222291.0	intergenic	9222291.0	1.0	9222290.0	9222290.0	958476.0	9222290.0	trial_5
25	chromosome_11	3651652.0	ex.Cre11.g478400.t1.1.g	3654380.0	4419.0	3652170.0	3649961.0	277279.0	3651651.0	trial_5
26	chromosome_11	15702.0	intergenic	15702.0	1.0	15701.0	15701.0	393674.0	15701.0	trial_5
27	chromosome_09	2150947.0	ChCC-v11019182m.g	2152414.0	10192.0	2147318.0	2142222.0	419827.0	2150946.0	trial_5
0	chromosome_11	2135504.0	ChCC-v11023687m.g	2138559.0	3234.0	2136942.0	2135325.0	427301.0	2135503.0	trial_6
1	chromosome_06	8209877.0	ChCC-v11014537m.g	8212594.0	4924.0	8210132.0	8207670.0	67179.0	8209876.0	trial_6
2	chromosome_11	3585746.0	ChCC-v11024096m.g	3591751.0	7041.0	3588230.0	3584710.0	213339.0	3585745.0	trial_6
3	chromosome_16	6970869.0	ChCC-v11034649m.g	6975166.0	4516.0	6972908.0	6970650.0	212311.0	6970868.0	trial_6
5	chromosome_02	5234936.0	ChCC-v11004707m.g	5236938.0	7319.0	5233278.0	5229619.0	2090134.0	5234935.0	trial_6
6	chromosome_01	6295528.0	ChCC-v11002183m.g	6299337.0	5628.0	6296523.0	6293709.0	166951.0	6295527.0	trial_6
7	chromosome_10	2356725.0	gex.Cre10.g434726.t1.1	2356826.0	1315.0	2356168.0	2355511.0	330774.0	2356724.0	trial_6
8	chromosome_02	2860674.0	ChCC-v11003897m.g	2864700.0	6547.0	2861426.0	2858153.0	1325902.0	2860673.0	trial_6
9	chromosome_02	1139841.0	ChCC-v11003220m.g	1141569.0	2783.0	1140177.0	1138786.0	96370.0	1139840.0	trial_6
10	chromosome_09	5872779.0	ChCC-v11020365m.g	5876941.0	5844.0	5874019.0	5871097.0	1417116.0	5872778.0	trial_6
11	chromosome_15	846862.0	intergenic	846862.0	1.0	846861.0	846861.0	1062285.0	846861.0	trial_6
12	chromosome_11	2990716.0	intergenic	2990716.0	1.0	2990715.0	2990715.0	384176.0	2990715.0	trial_6
13	chromosome_06	1190528.0	ChCC-v11012043m.g	1192435.0	5176.0	1189847.0	1187259.0	1725504.0	1190527.0	trial_6
14	chromosome_01	2352066.0	ChCC-v11000690m.g	2353743.0	4996.0	2351245.0	2348747.0	119043.0	2352065.0	trial_6
15	chromosome_08	2346035.0	ChCC-v11017815m.g	2346885.0	2414.0	2345678.0	2344471.0	910984.0	2346034.0	trial_6
16	chromosome_16	7654806.0	ChCC-v11034881m.g	7655376.0	4495.0	7653128.0	7650881.0	132524.0	7654805.0	trial_6
17	chromosome_12	8311621.0	ChCC-v11027499m.g	8312328.0	4892.0	8309882.0	8307436.0	766407.0	8311620.0	trial_6
18	chromosome_17	1528637.0	ChCC-v11035536m.g	1530756.0	6357.0	1527577.0	1524399.0	290842.0	1528636.0	trial_6
19	chromosome_04	2180192.0	ex.ChCC-v11010001m.g	2189655.0	10578.0	2184366.0	2179077.0	269234.0	2180191.0	trial_6
20	chromosome_03	987003.0	ex.Cre03.g146887.t1.1.g	988982.0	2127.0	987918.0	986855.0	3431374.0	987002.0	trial_6
21	chromosome_15	1108730.0	ChCC-v11031495m.g	1112004.0	4327.0	1109840.0	1107677.0	799306.0	1108729.0	trial_6
22	chromosome_13	2169176.0	intergenic	2169176.0	1.0	2169175.0	2169175.0	621986.0	2169175.0	trial_6
23	chromosome_15	1738713.0	ChCC-v11031723m.g	1745084.0	17782.0	1736193.0	1727302.0	172953.0	1738712.0	trial_6
24	chromosome_04	301881.0	ChCC-v11009492m.g	309529.0	17887.0	300585.0	291642.0	2153015.0	301880.0	trial_6
25	chromosome_08	498221.0	ChCC-v11017253m.g	498476.0	3203.0	496874.0	495273.0	2759788.0	498220.0	trial_6
26	chromosome_15	600004.0	ChCC-v11031324m.g	606995.0	11252.0	601369.0	595743.0	1307777.0	600003.0	trial_6
27	chromosome_01	778743.0	ChCC-v11000236m.g	784788.0	7042.0	781267.0	777746.0	877953.0	778742.0	trial_6
0	chromosome_13	114756.0	ChCC-v11028125m.g	121215.0	7311.0	117559.0	113904.0	161915.0	114755.0	trial_7
1	chromosome_15	325960.0	ChCC-v11031238m.g	327118.0	4103.0	325066.0	323015.0	1584080.0	325959.0	trial_7
3	chromosome_15	1490615.0	ChCC-v11031637m.g	1493836.0	4548.0	1491562.0	1489288.0	417584.0	1490614.0	trial_7
4	chromosome_10	3519228.0	ChCC-v11022020m.g	3523300.0	17237.0	3514681.0	3506063.0	742661.0	3519227.0	trial_7
5	chromosome_06	207921.0	intergenic	207921.0	1.0	207920.0	207920.0	2707431.0	207920.0	trial_7
6	chromosome_16	4268446.0	ChCC-v11033736m.g	4270897.0	3202.0	4269296.0	4267695.0	98382.0	4268445.0	trial_7
7	chromosome_12	8169042.0	ChCC-v11027455m.g	8170127.0	6896.0	8166679.0	8163231.0	623204.0	8169041.0	trial_7
8	chromosome_02	335255.0	ChCC-v11002918m.g	337060.0	7462.0	333329.0	329598.0	252402.0	335254.0	trial_7
9	chromosome_12	3433491.0	ChCC-v11025708m.g	3436556.0	5244.0	3433934.0	3431312.0	649554.0	3433490.0	trial_7
10	chromosome_11	898740.0	ChCC-v11023315m.g	904275.0	7316.0	900617.0	896959.0	414489.0	898739.0	trial_7
11	chromosome_05	1873750.0	ChCC-v11011115m.g	1880540.0	14181.0	1873449.0	1866359.0	48204.0	1873749.0	trial_7
12	chromosome_09	1678552.0	intergenic	1678552.0	1.0	1678551.0	1678551.0	201621.0	1678551.0	trial_7
13	chromosome_09	3980048.0	intergenic	3980048.0	1.0	3980047.0	3980047.0	476856.0	3980047.0	trial_7
14	chromosome_08	801314.0	ChCC-v11017337m.g	805663.0	8940.0	801193.0	796723.0	2455469.0	801313.0	trial_7
15	chromosome_11	2410746.0	ChCC-v11023805m.g	2414167.0	9206.0	2409564.0	2404961.0	154679.0	2410745.0	trial_7
16	chromosome_15	713840.0	intergenic	713840.0	1.0	713839.0	713839.0	1195307.0	713839.0	trial_7
17	chromosome_01	723684.0	intergenic	723684.0	1.0	723683.0	723683.0	935537.0	723683.0	trial_7
18	chromosome_02	8594781.0	intergenic	8594781.0	1.0	8594780.0	8594780.0	330966.0	8594780.0	trial_7
20	chromosome_09	7634904.0	intergenic	7634904.0	1.0	7634903.0	7634903.0	3178000.0	7634903.0	trial_7
21	chromosome_06	6022016.0	intergenic	6022016.0	1.0	6022015.0	6022015.0	1192962.0	6022015.0	trial_7
22	chromosome_09	5032921.0	ChCC-v11020082m.g	5036818.0	5445.0	5034095.0	5031373.0	577192.0	5032920.0	trial_7
23	chromosome_07	711334.0	ChCC-v11015049m.g	721399.0	16096.0	713351.0	705303.0	536905.0	711333.0	trial_7
24	chromosome_03	5418239.0	ChCC-v11008008m.g	5420586.0	2531.0	5419320.0	5418055.0	505533.0	5418238.0	trial_7
25	chromosome_09	1842179.0	ChCC-v11019056m.g	1846879.0	9839.0	1841959.0	1837040.0	365029.0	1842178.0	trial_7
27	chromosome_15	20040.0	intergenic	20040.0	1.0	20039.0	20039.0	1889107.0	20039.0	trial_7
0	chromosome_03	1416362.0	ChCC-v11006504m.g	1416977.0	3277.0	1415338.0	1413700.0	3003954.0	1416361.0	trial_8
1	chromosome_13	381316.0	ChCC-v11028202m.g	385043.0	6764.0	381661.0	378279.0	102187.0	381315.0	trial_8
2	chromosome_09	447143.0	ChCC-v11018626m.g	447299.0	7542.0	443528.0	439757.0	719106.0	447142.0	trial_8
3	chromosome_13	4170264.0	intergenic	4170264.0	1.0	4170263.0	4170263.0	428091.0	4170263.0	trial_8
4	chromosome_05	1510184.0	ChCC-v11011044m.g	1511243.0	9972.0	1506257.0	1501271.0	318988.0	1510183.0	trial_8
5	chromosome_05	1107642.0	ChCC-v11010922m.g	1112614.0	7700.0	1108764.0	1104914.0	716481.0	1107641.0	trial_8
6	chromosome_04	2179926.0	ex.ChCC-v11010001m.g	2189655.0	10578.0	2184366.0	2179077.0	269234.0	2179925.0	trial_8
7	chromosome_02	7322639.0	ChCC-v11005561m.g	7326791.0	6736.0	7323423.0	7320055.0	11.0	7322638.0	trial_8
8	chromosome_12	2200864.0	ChCC-v11025200m.g	2204258.0	3753.0	2202381.0	2200505.0	89723.0	2200863.0	trial_8
9	chromosome_16	5775624.0	intergenic	5775624.0	1.0	5775623.0	5775623.0	721488.0	5775623.0	trial_8
10	chromosome_12	3046907.0	ChCC-v11025543m.g	3048937.0	3772.0	3047051.0	3045165.0	262671.0	3046906.0	trial_8
11	chromosome_07	4124466.0	ChCC-v11016298m.g	4128155.0	4660.0	4125825.0	4123495.0	70544.0	4124465.0	trial_8
14	chromosome_05	3081016.0	ChCC-v11011495m.g	3086854.0	8183.0	3082762.0	3078671.0	1257517.0	3081015.0	trial_8
15	chromosome_17	6634300.0	ChCC-v11037155m.g	6638845.0	8314.0	6634688.0	6630531.0	4676303.0	6634299.0	trial_8
17	chromosome_06	7163212.0	intergenic	7163212.0	1.0	7163211.0	7163211.0	424514.0	7163211.0	trial_8
18	chromosome_02	2563313.0	ChCC-v11003788m.g	2566241.0	3681.0	2564400.0	2562560.0	1028876.0	2563312.0	trial_8
19	chromosome_15	757279.0	intergenic	757279.0	1.0	757278.0	757278.0	1151868.0	757278.0	trial_8
20	chromosome_16	938084.0	ChCC-v11032583m.g	943706.0	11738.0	937837.0	931968.0	1569730.0	938083.0	trial_8
21	chromosome_05	3261022.0	intergenic	3261022.0	1.0	3261021.0	3261021.0	1435776.0	3261021.0	trial_8
22	chromosome_15	1312170.0	intergenic	1312170.0	1.0	1312169.0	1312169.0	596977.0	1312169.0	trial_8
23	chromosome_16	7038177.0	ChCC-v11034672m.g	7039054.0	4340.0	7036884.0	7034714.0	276287.0	7038176.0	trial_8
24	chromosome_07	1238179.0	ChCC-v11015243m.g	1246243.0	9386.0	1241550.0	1236857.0	1065104.0	1238178.0	trial_8
25	chromosome_16	7026103.0	ChCC-v11034667m.g	7026600.0	2848.0	7025176.0	7023752.0	264579.0	7026102.0	trial_8
26	chromosome_01	1116135.0	intergenic	1116135.0	1.0	1116134.0	1116134.0	543086.0	1116134.0	trial_8
27	chromosome_05	1100823.0	ChCC-v11010921m.g	1105103.0	12054.0	1099076.0	1093049.0	726169.0	1100822.0	trial_8
