	chromosome	end	gene	gene_end	gene_length	gene_midpoint	gene_start	min_distance_to_mutations	start	trial
5	chromosome_13	3890516.0	ChCC-v11029447m.g	3892688.0	3257.0	3891059.0	3889431.0	325816.0	3890515.0	trial_6
6	chromosome_12	230854.0	ChCC-v11024466m.g	231865.0	4644.0	229543.0	227221.0	1196071.0	230853.0	trial_6
7	chromosome_07	5968184.0	ChCC-v11016971m.g	5971318.0	9919.0	5966358.0	5961399.0	467502.0	5968183.0	trial_6
8	chromosome_04	193840.0	ChCC-v11009459m.g	196245.0	5801.0	193344.0	190444.0	378907.0	193839.0	trial_6
9	chromosome_08	1605558.0	ChCC-v11017569m.g	1610260.0	7991.0	1606264.0	1602269.0	1400985.0	1605557.0	trial_6
10	chromosome_03	7121609.0	intergenic	7121609.0	1.0	7121608.0	7121608.0	271307.0	7121608.0	trial_6
0	chromosome_05	1477548.0	ChCC-v11011038m.g	1480278.0	9451.0	1475552.0	1470827.0	1393769.0	1477547.0	trial_7
1	chromosome_14	1446486.0	intergenic	1446486.0	1.0	1446485.0	1446485.0	24767.0	1446485.0	trial_7
2	chromosome_12	7047867.0	ChCC-v11027087m.g	7049384.0	5396.0	7046686.0	7043988.0	890594.0	7047866.0	trial_7
4	chromosome_17	445270.0	ChCC-v11035198m.g	461417.0	21819.0	450507.0	439598.0	1298482.0	445269.0	trial_7
5	chromosome_14	3344998.0	ChCC-v11030896m.g	3345691.0	3474.0	3343954.0	3342217.0	1922236.0	3344997.0	trial_7
6	chromosome_13	1983424.0	ChCC-v11028806m.g	1994976.0	17454.0	1986249.0	1977522.0	1708948.0	1983423.0	trial_7
7	chromosome_03	6138975.0	ChCC-v11008283m.g	6139641.0	5497.0	6136892.0	6134144.0	1256023.0	6138974.0	trial_7
8	chromosome_12	9720518.0	ChCC-v11028005m.g	9723770.0	5849.0	9720845.0	9717921.0	3564753.0	9720517.0	trial_7
9	chromosome_10	1731915.0	ChCC-v11021294m.g	1732336.0	5576.0	1729548.0	1726760.0	1454487.0	1731914.0	trial_7
10	chromosome_17	205467.0	ChCC-v11035106m.g	216164.0	13710.0	209309.0	202454.0	1539680.0	205466.0	trial_7
0	chromosome_01	7740749.0	ChCC-v11002625m.g	7744706.0	7509.0	7740951.0	7737197.0	225999.0	7740748.0	trial_8
1	chromosome_12	895956.0	ChCC-v11024700m.g	900768.0	6007.0	897764.0	894761.0	527850.0	895955.0	trial_8
4	chromosome_10	5343820.0	intergenic	5343820.0	1.0	5343819.0	5343819.0	5068758.0	5343819.0	trial_8
5	chromosome_03	5448267.0	ChCC-v11008015m.g	5454982.0	6763.0	5451600.0	5448219.0	961858.0	5448266.0	trial_8
6	chromosome_06	8801798.0	ChCC-v11014767m.g	8809780.0	16565.0	8801497.0	8793215.0	946396.0	8801797.0	trial_8
8	chromosome_11	465338.0	ChCC-v11023172m.g	468635.0	4536.0	466367.0	464099.0	593854.0	465337.0	trial_8
9	chromosome_10	1719673.0	ChCC-v11021290m.g	1721170.0	2286.0	1720027.0	1718884.0	1444966.0	1719672.0	trial_8
10	chromosome_14	2198121.0	intergenic	2198121.0	1.0	2198120.0	2198120.0	776402.0	2198120.0	trial_8
0	chromosome_13	4517733.0	ChCC-v11029654m.g	4519822.0	7331.0	4516156.0	4512491.0	299281.0	4517732.0	trial_9
2	chromosome_04	3890790.0	ChCC-v11010511m.g	3890900.0	5542.0	3888129.0	3885358.0	1049933.0	3890789.0	trial_9
4	chromosome_10	1366650.0	ChCC-v11021167m.g	1390214.0	23607.0	1378410.0	1366607.0	1103349.0	1366649.0	trial_9
6	chromosome_09	4794795.0	ChCC-v11019998m.g	4795735.0	9016.0	4791227.0	4786719.0	1084191.0	4794794.0	trial_9
8	chromosome_03	4811884.0	ChCC-v11007717m.g	4830314.0	23159.0	4818734.0	4807155.0	328992.0	4811883.0	trial_9
9	chromosome_14	2184775.0	intergenic	2184775.0	1.0	2184774.0	2184774.0	763056.0	2184774.0	trial_9
1	chromosome_05	496278.0	ChCC-v11010729m.g	497308.0	2757.0	495929.0	494551.0	2373392.0	496277.0	trial_10
2	chromosome_01	396482.0	ChCC-v11000136m.g	398128.0	10486.0	392885.0	387642.0	988251.0	396481.0	trial_10
3	chromosome_08	59621.0	ChCC-v11017133m.g	61085.0	2665.0	59752.0	58420.0	145527.0	59620.0	trial_10
5	chromosome_08	1033559.0	ChCC-v11017393m.g	1033852.0	18180.0	1024762.0	1015672.0	819483.0	1033558.0	trial_10
6	chromosome_09	7522034.0	intergenic	7522034.0	1.0	7522033.0	7522033.0	1646615.0	7522033.0	trial_10
8	chromosome_09	4229723.0	ChCC-v11019870m.g	4231813.0	3638.0	4229994.0	4228175.0	1587772.0	4229722.0	trial_10
9	chromosome_13	1758578.0	ChCC-v11028698m.g	1760434.0	6243.0	1757312.0	1754191.0	1480011.0	1758577.0	trial_10
10	chromosome_01	128472.0	ChCC-v11000050m.g	129652.0	4199.0	127552.0	125453.0	1253584.0	128471.0	trial_10
0	chromosome_02	8842010.0	intergenic	8842010.0	1.0	8842009.0	8842009.0	1381337.0	8842009.0	trial_11
1	chromosome_14	3314515.0	intergenic	3314515.0	1.0	3314514.0	3314514.0	1892796.0	3314514.0	trial_11
2	chromosome_09	452844.0	ChCC-v11018631m.g	454902.0	4344.0	452730.0	450558.0	2189492.0	452843.0	trial_11
5	chromosome_10	3481309.0	ChCC-v11022011m.g	3487318.0	9871.0	3482382.0	3477447.0	3207321.0	3481308.0	trial_11
6	chromosome_11	1264238.0	intergenic	1264238.0	1.0	1264237.0	1264237.0	204016.0	1264237.0	trial_11
7	chromosome_17	2566686.0	ChCC-v11035910m.g	2574620.0	10833.0	2569203.0	2563787.0	258100.0	2566685.0	trial_11
9	chromosome_10	5731855.0	ChCC-v11022690m.g	5732309.0	9247.0	5727685.0	5723062.0	5452624.0	5731854.0	trial_11
1	chromosome_10	3358294.0	ChCC-v11021961m.g	3359205.0	10137.0	3354136.0	3349068.0	3079075.0	3358293.0	trial_12
2	chromosome_12	6125990.0	ChCC-v11026836m.g	6132615.0	7152.0	6129039.0	6125463.0	27053.0	6125989.0	trial_12
3	chromosome_10	5699767.0	ChCC-v11022683m.g	5699947.0	944.0	5699475.0	5699003.0	5424414.0	5699766.0	trial_12
4	chromosome_01	3845963.0	ChCC-v11001242m.g	3849628.0	4773.0	3847241.0	3844855.0	1932603.0	3845962.0	trial_12
5	chromosome_01	1977309.0	ChCC-v11000553m.g	1990420.0	14505.0	1983167.0	1975915.0	602031.0	1977308.0	trial_12
6	chromosome_03	1963390.0	ChCC-v11006704m.g	1963797.0	4572.0	1961511.0	1959225.0	388501.0	1963389.0	trial_12
7	chromosome_05	2750220.0	ChCC-v11011397m.g	2761975.0	13615.0	2755167.0	2748360.0	114154.0	2750219.0	trial_12
8	chromosome_03	5441997.0	ChCC-v11008009m.g	5442277.0	5581.0	5439486.0	5436696.0	949744.0	5441996.0	trial_12
9	chromosome_03	4069755.0	ChCC-v11007433m.g	4081212.0	12128.0	4075148.0	4069084.0	190132.0	4069754.0	trial_12
10	chromosome_06	7381838.0	ChCC-v11014240m.g	7382732.0	3339.0	7381062.0	7379393.0	474039.0	7381837.0	trial_12
1	chromosome_11	420079.0	ChCC-v11023157m.g	420948.0	4420.0	418738.0	416528.0	641483.0	420078.0	trial_13
2	chromosome_10	3234213.0	intergenic	3234213.0	1.0	3234212.0	3234212.0	2959151.0	3234212.0	trial_13
3	chromosome_05	2306556.0	intergenic	2306556.0	1.0	2306555.0	2306555.0	562766.0	2306555.0	trial_13
4	chromosome_09	3137231.0	intergenic	3137231.0	1.0	3137230.0	3137230.0	495008.0	3137230.0	trial_13
5	chromosome_02	6850614.0	ChCC-v11005305m.g	6851164.0	7637.0	6847345.0	6843527.0	613327.0	6850613.0	trial_13
6	chromosome_12	483628.0	ChCC-v11024570m.g	489405.0	5902.0	486454.0	483503.0	939160.0	483627.0	trial_13
7	chromosome_17	3691365.0	intergenic	3691365.0	1.0	3691364.0	3691364.0	62847.0	3691364.0	trial_13
8	chromosome_10	2222966.0	ChCC-v11021480m.g	2226653.0	14233.0	2219536.0	2212420.0	1944475.0	2222965.0	trial_13
9	chromosome_03	821171.0	ChCC-v11006319m.g	824188.0	6034.0	821171.0	818154.0	751839.0	821170.0	trial_13
0	chromosome_01	3189666.0	fli.orf.54.g	3194457.0	7859.0	3190527.0	3186598.0	1809391.0	3189665.0	trial_14
2	chromosome_09	6437135.0	intergenic	6437135.0	1.0	6437134.0	6437134.0	561716.0	6437134.0	trial_14
3	chromosome_14	4018348.0	ChCC-v11031115m.g	4040273.0	34602.0	4022972.0	4005671.0	2601254.0	4018347.0	trial_14
4	chromosome_14	2580245.0	ChCC-v11030613m.g	2582867.0	24678.0	2570528.0	2558189.0	1148810.0	2580244.0	trial_14
7	chromosome_12	1676195.0	ChCC-v11024970m.g	1677616.0	5000.0	1675116.0	1672616.0	22973.0	1676194.0	trial_14
8	chromosome_05	2825547.0	ChCC-v11011419m.g	2827337.0	14230.0	2820222.0	2813107.0	49099.0	2825546.0	trial_14
9	chromosome_04	2076749.0	ChCC-v11009971m.g	2077056.0	8889.0	2072611.0	2068167.0	283515.0	2076748.0	trial_14
10	chromosome_07	6145770.0	ChCC-v11017025m.g	6149100.0	3662.0	6147269.0	6145438.0	648413.0	6145769.0	trial_14
0	chromosome_07	829125.0	ChCC-v11015094m.g	835829.0	8741.0	831458.0	827088.0	3177.0	829124.0	trial_15
2	chromosome_04	2048609.0	ChCC-v11009963m.g	2051228.0	3833.0	2049311.0	2047395.0	260215.0	2048608.0	trial_15
3	chromosome_13	1991672.0	ChCC-v11028806m.g	1994976.0	17454.0	1986249.0	1977522.0	1708948.0	1991671.0	trial_15
5	chromosome_07	6217175.0	intergenic	6217175.0	1.0	6217174.0	6217174.0	718318.0	6217174.0	trial_15
7	chromosome_14	1384739.0	ChCC-v11030279m.g	1385973.0	4958.0	1383494.0	1381015.0	38224.0	1384738.0	trial_15
8	chromosome_10	6410106.0	ChCC-v11022909m.g	6412259.0	3409.0	6410554.0	6408850.0	6135493.0	6410105.0	trial_15
10	chromosome_09	1424056.0	ex.Chreiv61e005713m.g	1425243.0	4493.0	1422996.0	1420750.0	1219226.0	1424055.0	trial_15
0	chromosome_13	1526965.0	ChCC-v11028604m.g	1530402.0	8684.0	1526060.0	1521718.0	1248759.0	1526964.0	trial_16
1	chromosome_13	4919035.0	intergenic	4919035.0	1.0	4919034.0	4919034.0	702159.0	4919034.0	trial_16
2	chromosome_08	165864.0	intergenic	165864.0	1.0	165863.0	165863.0	39416.0	165863.0	trial_16
7	chromosome_11	1932586.0	ChCC-v11023622m.g	1941022.0	9544.0	1936250.0	1931478.0	876029.0	1932585.0	trial_16
8	chromosome_09	1151185.0	ChCC-v11018862m.g	1151882.0	4841.0	1149461.0	1147041.0	1492761.0	1151184.0	trial_16
9	chromosome_04	1730016.0	ChCC-v11009870m.g	1733243.0	6314.0	1730086.0	1726929.0	59010.0	1730015.0	trial_16
0	chromosome_04	1122547.0	ChCC-v11009678m.g	1124610.0	6896.0	1121162.0	1117714.0	548857.0	1122546.0	trial_17
1	chromosome_14	1489282.0	ChCC-v11030310m.g	1492029.0	6629.0	1488714.0	1485400.0	66996.0	1489281.0	trial_17
2	chromosome_06	6239673.0	ChCC-v11013892m.g	6247705.0	11381.0	6242014.0	6236324.0	26991.0	6239672.0	trial_17
5	chromosome_13	1025887.0	ChCC-v11028420m.g	1029133.0	10025.0	1024120.0	1019108.0	746819.0	1025886.0	trial_17
6	chromosome_17	1609619.0	ChCC-v11035552m.g	1613761.0	11051.0	1608235.0	1602710.0	140754.0	1609618.0	trial_17
8	chromosome_12	3459967.0	ChCC-v11025713m.g	3465896.0	11927.0	3459932.0	3453969.0	1807789.0	3459966.0	trial_17
9	chromosome_09	5885333.0	ChCC-v11020372m.g	5896576.0	11973.0	5890589.0	5884603.0	15171.0	5885332.0	trial_17
10	chromosome_01	3639055.0	ChCC-v11001173m.g	3643848.0	13133.0	3637281.0	3630715.0	2142563.0	3639054.0	trial_17
1	chromosome_05	310110.0	ChCC-v11010671m.g	312501.0	9686.0	307658.0	302815.0	2561663.0	310109.0	trial_18
2	chromosome_09	4524218.0	ChCC-v11019911m.g	4528431.0	5971.0	4525445.0	4522460.0	1349973.0	4524217.0	trial_18
3	chromosome_02	8736716.0	intergenic	8736716.0	1.0	8736715.0	8736715.0	1276043.0	8736715.0	trial_18
4	chromosome_07	4608193.0	intergenic	4608193.0	1.0	4608192.0	4608192.0	196945.0	4608192.0	trial_18
5	chromosome_12	6410678.0	ChCC-v11026922m.g	6424672.0	14483.0	6417430.0	6410189.0	261338.0	6410677.0	trial_18
7	chromosome_14	3015563.0	ChCC-v11030782m.g	3016684.0	5531.0	3013918.0	3011153.0	1592200.0	3015562.0	trial_18
9	chromosome_02	4965103.0	ChCC-v11004609m.g	4965623.0	5471.0	4962887.0	4960152.0	1012909.0	4965102.0	trial_18
10	chromosome_17	6300510.0	intergenic	6300510.0	1.0	6300509.0	6300509.0	927557.0	6300509.0	trial_18
0	chromosome_09	3585780.0	ChCC-v11019690m.g	3593009.0	16907.0	3584555.0	3576102.0	942333.0	3585779.0	trial_19
1	chromosome_06	4659454.0	ChCC-v11013260m.g	4661271.0	4692.0	4658925.0	4656579.0	1610080.0	4659453.0	trial_19
2	chromosome_04	3985064.0	ChCC-v11010548m.g	3986481.0	5864.0	3983549.0	3980617.0	1145353.0	3985063.0	trial_19
3	chromosome_01	3770382.0	ChCC-v11001210m.g	3782677.0	13801.0	3775776.0	3768876.0	2004068.0	3770381.0	trial_19
5	chromosome_11	2676672.0	ChCC-v11023892m.g	2684723.0	14216.0	2677615.0	2670507.0	1465406.0	2676671.0	trial_19
7	chromosome_08	2363909.0	ChCC-v11017828m.g	2364605.0	1271.0	2363969.0	2363334.0	2158690.0	2363908.0	trial_19
8	chromosome_09	3096735.0	ChCC-v11019517m.g	3098800.0	2191.0	3097704.0	3096609.0	455482.0	3096734.0	trial_19
9	chromosome_01	5334064.0	ChCC-v11001821m.g	5340367.0	16798.0	5331968.0	5323569.0	447876.0	5334063.0	trial_19
0	chromosome_09	4491668.0	intergenic	4491668.0	1.0	4491667.0	4491667.0	1383751.0	4491667.0	trial_20
1	chromosome_09	718900.0	ChCC-v11018709m.g	721118.0	9499.0	716368.0	711619.0	1925854.0	718899.0	trial_20
3	chromosome_04	246008.0	ChCC-v11009473m.g	248585.0	11351.0	242909.0	237234.0	329342.0	246007.0	trial_20
6	chromosome_13	188283.0	ChCC-v11028154m.g	193368.0	5185.0	190775.0	188183.0	86526.0	188282.0	trial_20
9	chromosome_01	7187974.0	ChCC-v11002493m.g	7201320.0	14997.0	7193821.0	7186323.0	773129.0	7187973.0	trial_20
10	chromosome_01	1020630.0	intergenic	1020630.0	1.0	1020629.0	1020629.0	360507.0	1020629.0	trial_20
0	chromosome_02	4989864.0	ChCC-v11004630m.g	5003145.0	14039.0	4996125.0	4989106.0	979671.0	4989863.0	trial_21
1	chromosome_09	4695951.0	ChCC-v11019971m.g	4718042.0	24418.0	4705833.0	4693624.0	1169585.0	4695950.0	trial_21
2	chromosome_05	1527975.0	ChCC-v11011055m.g	1529161.0	4874.0	1526724.0	1524287.0	1342597.0	1527974.0	trial_21
3	chromosome_17	1390787.0	ChCC-v11035504m.g	1401732.0	35224.0	1384120.0	1366508.0	364869.0	1390786.0	trial_21
4	chromosome_07	3650235.0	ChCC-v11016108m.g	3653119.0	5987.0	3650125.0	3647132.0	407264.0	3650234.0	trial_21
5	chromosome_11	1466889.0	ChCC-v11023461m.g	1467741.0	4373.0	1465554.0	1463368.0	405333.0	1466888.0	trial_21
7	chromosome_06	3344951.0	ChCC-v11012824m.g	3351570.0	16493.0	3343323.0	3335077.0	2925682.0	3344950.0	trial_21
8	chromosome_01	1020103.0	intergenic	1020103.0	1.0	1020102.0	1020102.0	361034.0	1020102.0	trial_21
9	chromosome_13	3344773.0	ChCC-v11029235m.g	3345411.0	5549.0	3342636.0	3339862.0	874239.0	3344772.0	trial_21
10	chromosome_08	4469779.0	ChCC-v11018459m.g	4471740.0	4170.0	4469655.0	4467570.0	4264376.0	4469778.0	trial_21
1	chromosome_01	4605050.0	ChCC-v11001552m.g	4608304.0	7978.0	4604315.0	4600326.0	1175529.0	4605049.0	trial_22
2	chromosome_14	3879064.0	ChCC-v11031070m.g	3885973.0	11359.0	3880293.0	3874614.0	2458575.0	3879063.0	trial_22
3	chromosome_14	3749227.0	ChCC-v11031013m.g	3749448.0	2434.0	3748231.0	3747014.0	2326513.0	3749226.0	trial_22
4	chromosome_10	6376826.0	ChCC-v11022899m.g	6378040.0	8911.0	6373584.0	6369129.0	6098523.0	6376825.0	trial_22
5	chromosome_14	4061027.0	ChCC-v11031121m.g	4062119.0	3273.0	4060482.0	4058846.0	2638764.0	4061026.0	trial_22
6	chromosome_13	1188214.0	ChCC-v11028474m.g	1190369.0	5288.0	1187725.0	1185081.0	910424.0	1188213.0	trial_22
7	chromosome_09	5631890.0	ChCC-v11020273m.g	5639750.0	11254.0	5634123.0	5628496.0	241295.0	5631889.0	trial_22
8	chromosome_13	3251905.0	ChCC-v11029214m.g	3252008.0	7291.0	3248362.0	3244717.0	968513.0	3251904.0	trial_22
9	chromosome_10	3208891.0	intergenic	3208891.0	1.0	3208890.0	3208890.0	2933829.0	3208890.0	trial_22
10	chromosome_10	3403413.0	ChCC-v11021980m.g	3405738.0	3068.0	3404204.0	3402670.0	3129143.0	3403412.0	trial_22
0	chromosome_05	2956021.0	ChCC-v11011441m.g	2957337.0	17553.0	2948560.0	2939784.0	79239.0	2956020.0	trial_23
1	chromosome_13	2145576.0	ChCC-v11028843m.g	2146498.0	1856.0	2145570.0	2144642.0	1868269.0	2145575.0	trial_23
3	chromosome_03	8360793.0	ChCC-v11009114m.g	8363579.0	3622.0	8361768.0	8359957.0	141257.0	8360792.0	trial_23
4	chromosome_04	649448.0	ChCC-v11009596m.g	655205.0	6238.0	652086.0	648967.0	79781.0	649447.0	trial_23
5	chromosome_06	6000612.0	ChCC-v11013814m.g	6002598.0	9362.0	5997917.0	5993236.0	271088.0	6000611.0	trial_23
6	chromosome_12	1097548.0	ChCC-v11024734m.g	1103481.0	6497.0	1100232.0	1096984.0	325382.0	1097547.0	trial_23
8	chromosome_10	1166234.0	ChCC-v11021077m.g	1167278.0	10035.0	1162260.0	1157243.0	887199.0	1166233.0	trial_23
0	chromosome_09	1015458.0	ChCC-v11018813m.g	1016264.0	989.0	1015769.0	1015275.0	1626453.0	1015457.0	trial_24
2	chromosome_08	1158723.0	ChCC-v11017442m.g	1161546.0	4908.0	1159092.0	1156638.0	953813.0	1158722.0	trial_24
3	chromosome_01	880342.0	intergenic	880342.0	1.0	880341.0	880341.0	500795.0	880341.0	trial_24
4	chromosome_05	34545.0	intergenic	34545.0	1.0	34544.0	34544.0	2834777.0	34544.0	trial_24
5	chromosome_04	2137643.0	ChCC-v11009991m.g	2142072.0	5567.0	2139288.0	2136505.0	350192.0	2137642.0	trial_24
8	chromosome_03	5885663.0	ChCC-v11008193m.g	5889263.0	7031.0	5885747.0	5882232.0	1396005.0	5885662.0	trial_24
10	chromosome_07	2869350.0	ChCC-v11015863m.g	2878139.0	12885.0	2871696.0	2865254.0	36454.0	2869349.0	trial_24
0	chromosome_11	2060855.0	ChCC-v11023673m.g	2070155.0	13430.0	2063440.0	2056725.0	1003219.0	2060854.0	trial_25
2	chromosome_10	3238360.0	intergenic	3238360.0	1.0	3238359.0	3238359.0	2963298.0	3238359.0	trial_25
3	chromosome_06	2377109.0	intergenic	2377109.0	1.0	2377108.0	2377108.0	3891897.0	2377108.0	trial_25
4	chromosome_05	636273.0	ChCC-v11010778m.g	641312.0	6328.0	638148.0	634984.0	2231173.0	636272.0	trial_25
5	chromosome_01	7295535.0	intergenic	7295535.0	1.0	7295534.0	7295534.0	671416.0	7295534.0	trial_25
6	chromosome_12	2178101.0	ChCC-v11025184m.g	2178817.0	5477.0	2176078.0	2173340.0	523935.0	2178100.0	trial_25
7	chromosome_06	906349.0	ChCC-v11011918m.g	909761.0	4244.0	907639.0	905517.0	5361366.0	906348.0	trial_25
